SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action,finsense_alert
113012,0,0.106987454,10.7,green,Healthy borrower. No immediate action required.,False
454033,0,0.10693518,10.69,green,Healthy borrower. No immediate action required.,False
447022,0,0.1068991,10.69,green,Healthy borrower. No immediate action required.,False
291823,0,0.10692559,10.69,green,Healthy borrower. No immediate action required.,False
115009,0,0.10694746,10.69,green,Healthy borrower. No immediate action required.,False
324142,0,0.10690921,10.69,green,Healthy borrower. No immediate action required.,False
124729,0,0.106831744,10.68,green,Healthy borrower. No immediate action required.,False
119640,0,0.106794305,10.68,green,Healthy borrower. No immediate action required.,False
173766,0,0.1068326,10.68,green,Healthy borrower. No immediate action required.,False
141531,0,0.10684252,10.68,green,Healthy borrower. No immediate action required.,False
330871,0,0.10675262,10.68,green,Healthy borrower. No immediate action required.,False
184541,0,0.1068392,10.68,green,Healthy borrower. No immediate action required.,False
377322,0,0.10673857,10.67,green,Healthy borrower. No immediate action required.,False
126906,0,0.10669875,10.67,green,Healthy borrower. No immediate action required.,False
249769,0,0.10672809,10.67,green,Healthy borrower. No immediate action required.,False
345214,0,0.106707506,10.67,green,Healthy borrower. No immediate action required.,False
379845,0,0.10673293,10.67,green,Healthy borrower. No immediate action required.,False
142395,0,0.106691934,10.67,green,Healthy borrower. No immediate action required.,False
219327,0,0.10667115,10.67,green,Healthy borrower. No immediate action required.,False
132922,0,0.10658598,10.66,green,Healthy borrower. No immediate action required.,False
167567,0,0.106642745,10.66,green,Healthy borrower. No immediate action required.,False
134210,0,0.106570065,10.66,green,Healthy borrower. No immediate action required.,False
227247,0,0.10658332,10.66,green,Healthy borrower. No immediate action required.,False
245743,0,0.10660864,10.66,green,Healthy borrower. No immediate action required.,False
385553,0,0.10662884,10.66,green,Healthy borrower. No immediate action required.,False
171754,1,0.106612995,10.66,green,Healthy borrower. No immediate action required.,False
186393,0,0.10653205,10.65,green,Healthy borrower. No immediate action required.,False
142767,0,0.10649397,10.65,green,Healthy borrower. No immediate action required.,False
451090,0,0.10653199,10.65,green,Healthy borrower. No immediate action required.,False
334891,0,0.10648197,10.65,green,Healthy borrower. No immediate action required.,False
444012,0,0.106515914,10.65,green,Healthy borrower. No immediate action required.,False
119696,0,0.10654487,10.65,green,Healthy borrower. No immediate action required.,False
143724,0,0.1065335,10.65,green,Healthy borrower. No immediate action required.,False
161469,0,0.106455706,10.65,green,Healthy borrower. No immediate action required.,False
138638,0,0.10651074,10.65,green,Healthy borrower. No immediate action required.,False
282713,0,0.10649397,10.65,green,Healthy borrower. No immediate action required.,False
202866,0,0.10654561,10.65,green,Healthy borrower. No immediate action required.,False
151138,0,0.10635238,10.64,green,Healthy borrower. No immediate action required.,False
423443,0,0.10637626,10.64,green,Healthy borrower. No immediate action required.,False
248937,0,0.10639424,10.64,green,Healthy borrower. No immediate action required.,False
386148,0,0.10642476,10.64,green,Healthy borrower. No immediate action required.,False
259280,0,0.106375806,10.64,green,Healthy borrower. No immediate action required.,False
262233,0,0.106376916,10.64,green,Healthy borrower. No immediate action required.,False
409475,0,0.10634658,10.63,green,Healthy borrower. No immediate action required.,False
451835,0,0.10626028,10.63,green,Healthy borrower. No immediate action required.,False
449371,0,0.10627928,10.63,green,Healthy borrower. No immediate action required.,False
262360,0,0.10629753,10.63,green,Healthy borrower. No immediate action required.,False
184463,0,0.10632646,10.63,green,Healthy borrower. No immediate action required.,False
312297,0,0.106292896,10.63,green,Healthy borrower. No immediate action required.,False
384308,0,0.106263176,10.63,green,Healthy borrower. No immediate action required.,False
201465,0,0.10626658,10.63,green,Healthy borrower. No immediate action required.,False
312026,0,0.10626188,10.63,green,Healthy borrower. No immediate action required.,False
398991,0,0.10625009,10.63,green,Healthy borrower. No immediate action required.,False
146272,0,0.10615807,10.62,green,Healthy borrower. No immediate action required.,False
295005,0,0.10618574,10.62,green,Healthy borrower. No immediate action required.,False
145182,0,0.1062299,10.62,green,Healthy borrower. No immediate action required.,False
173646,0,0.10618818,10.62,green,Healthy borrower. No immediate action required.,False
253660,0,0.10619359,10.62,green,Healthy borrower. No immediate action required.,False
168906,0,0.10620437,10.62,green,Healthy borrower. No immediate action required.,False
133066,0,0.10606987,10.61,green,Healthy borrower. No immediate action required.,False
293474,0,0.106114484,10.61,green,Healthy borrower. No immediate action required.,False
354081,0,0.106094964,10.61,green,Healthy borrower. No immediate action required.,False
160160,1,0.106050566,10.61,green,Healthy borrower. No immediate action required.,False
414381,0,0.10608617,10.61,green,Healthy borrower. No immediate action required.,False
299231,0,0.106131725,10.61,green,Healthy borrower. No immediate action required.,False
384618,0,0.10604415,10.6,green,Healthy borrower. No immediate action required.,False
151029,0,0.10597241,10.6,green,Healthy borrower. No immediate action required.,False
133663,0,0.106048666,10.6,green,Healthy borrower. No immediate action required.,False
367608,0,0.10599549,10.6,green,Healthy borrower. No immediate action required.,False
374742,0,0.105861016,10.59,green,Healthy borrower. No immediate action required.,False
297288,0,0.10588767,10.59,green,Healthy borrower. No immediate action required.,False
450771,0,0.10590218,10.59,green,Healthy borrower. No immediate action required.,False
312220,0,0.10586886,10.59,green,Healthy borrower. No immediate action required.,False
330976,0,0.10592248,10.59,green,Healthy borrower. No immediate action required.,False
296289,0,0.10583559,10.58,green,Healthy borrower. No immediate action required.,False
148094,0,0.10579727,10.58,green,Healthy borrower. No immediate action required.,False
233640,0,0.10579937,10.58,green,Healthy borrower. No immediate action required.,False
236682,0,0.10576482,10.58,green,Healthy borrower. No immediate action required.,False
264815,0,0.105846226,10.58,green,Healthy borrower. No immediate action required.,False
446447,0,0.105767526,10.58,green,Healthy borrower. No immediate action required.,False
360511,0,0.105847314,10.58,green,Healthy borrower. No immediate action required.,False
218904,0,0.10578934,10.58,green,Healthy borrower. No immediate action required.,False
382969,0,0.105795875,10.58,green,Healthy borrower. No immediate action required.,False
131537,0,0.105705105,10.57,green,Healthy borrower. No immediate action required.,False
127893,0,0.10565769,10.57,green,Healthy borrower. No immediate action required.,False
114726,0,0.1057164,10.57,green,Healthy borrower. No immediate action required.,False
102900,0,0.105712,10.57,green,Healthy borrower. No immediate action required.,False
130157,0,0.105726995,10.57,green,Healthy borrower. No immediate action required.,False
299748,0,0.10565887,10.57,green,Healthy borrower. No immediate action required.,False
372236,0,0.10565328,10.57,green,Healthy borrower. No immediate action required.,False
218841,0,0.10559818,10.56,green,Healthy borrower. No immediate action required.,False
282734,0,0.10555734,10.56,green,Healthy borrower. No immediate action required.,False
181095,0,0.10562987,10.56,green,Healthy borrower. No immediate action required.,False
341827,0,0.10562979,10.56,green,Healthy borrower. No immediate action required.,False
189070,0,0.10555971,10.56,green,Healthy borrower. No immediate action required.,False
245456,0,0.105567455,10.56,green,Healthy borrower. No immediate action required.,False
126157,0,0.10556398,10.56,green,Healthy borrower. No immediate action required.,False
377204,0,0.105496176,10.55,green,Healthy borrower. No immediate action required.,False
448820,0,0.10554025,10.55,green,Healthy borrower. No immediate action required.,False
321861,0,0.10547899,10.55,green,Healthy borrower. No immediate action required.,False
254632,0,0.10554042,10.55,green,Healthy borrower. No immediate action required.,False
189672,0,0.10548445,10.55,green,Healthy borrower. No immediate action required.,False
234770,0,0.10549144,10.55,green,Healthy borrower. No immediate action required.,False
452412,0,0.10547973,10.55,green,Healthy borrower. No immediate action required.,False
397335,0,0.10554417,10.55,green,Healthy borrower. No immediate action required.,False
128854,0,0.10554993,10.55,green,Healthy borrower. No immediate action required.,False
434851,0,0.105490394,10.55,green,Healthy borrower. No immediate action required.,False
198205,0,0.105540395,10.55,green,Healthy borrower. No immediate action required.,False
183763,0,0.10552539,10.55,green,Healthy borrower. No immediate action required.,False
355345,0,0.10549649,10.55,green,Healthy borrower. No immediate action required.,False
181166,0,0.10536946,10.54,green,Healthy borrower. No immediate action required.,False
178920,0,0.10542346,10.54,green,Healthy borrower. No immediate action required.,False
224154,0,0.105353534,10.54,green,Healthy borrower. No immediate action required.,False
258680,0,0.105426006,10.54,green,Healthy borrower. No immediate action required.,False
361934,0,0.10538441,10.54,green,Healthy borrower. No immediate action required.,False
114449,0,0.105353646,10.54,green,Healthy borrower. No immediate action required.,False
106897,0,0.10544183,10.54,green,Healthy borrower. No immediate action required.,False
337393,0,0.10539808,10.54,green,Healthy borrower. No immediate action required.,False
432278,0,0.10540999,10.54,green,Healthy borrower. No immediate action required.,False
329092,0,0.10535782,10.54,green,Healthy borrower. No immediate action required.,False
139942,0,0.1054444,10.54,green,Healthy borrower. No immediate action required.,False
336163,0,0.10525912,10.53,green,Healthy borrower. No immediate action required.,False
404914,0,0.10526615,10.53,green,Healthy borrower. No immediate action required.,False
191355,0,0.10531983,10.53,green,Healthy borrower. No immediate action required.,False
139162,0,0.10534977,10.53,green,Healthy borrower. No immediate action required.,False
176313,0,0.10526096,10.53,green,Healthy borrower. No immediate action required.,False
256425,0,0.1052926,10.53,green,Healthy borrower. No immediate action required.,False
240222,0,0.10518257,10.52,green,Healthy borrower. No immediate action required.,False
265209,0,0.10516041,10.52,green,Healthy borrower. No immediate action required.,False
161464,0,0.10515213,10.52,green,Healthy borrower. No immediate action required.,False
210719,0,0.10519099,10.52,green,Healthy borrower. No immediate action required.,False
118210,0,0.10515677,10.52,green,Healthy borrower. No immediate action required.,False
423970,0,0.105195,10.52,green,Healthy borrower. No immediate action required.,False
261023,0,0.10517041,10.52,green,Healthy borrower. No immediate action required.,False
192775,0,0.105217695,10.52,green,Healthy borrower. No immediate action required.,False
233397,0,0.105122805,10.51,green,Healthy borrower. No immediate action required.,False
203718,0,0.105100624,10.51,green,Healthy borrower. No immediate action required.,False
319188,0,0.10508493,10.51,green,Healthy borrower. No immediate action required.,False
410160,0,0.10514192,10.51,green,Healthy borrower. No immediate action required.,False
242513,0,0.10507381,10.51,green,Healthy borrower. No immediate action required.,False
131184,0,0.105075456,10.51,green,Healthy borrower. No immediate action required.,False
389318,0,0.10505989,10.51,green,Healthy borrower. No immediate action required.,False
360163,0,0.10496958,10.5,green,Healthy borrower. No immediate action required.,False
330758,0,0.10499656,10.5,green,Healthy borrower. No immediate action required.,False
162534,0,0.10498175,10.5,green,Healthy borrower. No immediate action required.,False
244490,0,0.105013005,10.5,green,Healthy borrower. No immediate action required.,False
451145,0,0.10501077,10.5,green,Healthy borrower. No immediate action required.,False
115746,0,0.10501159,10.5,green,Healthy borrower. No immediate action required.,False
444544,0,0.10502058,10.5,green,Healthy borrower. No immediate action required.,False
263435,0,0.1050494,10.5,green,Healthy borrower. No immediate action required.,False
400263,0,0.10497472,10.5,green,Healthy borrower. No immediate action required.,False
271039,0,0.10495539,10.5,green,Healthy borrower. No immediate action required.,False
379772,0,0.10498601,10.5,green,Healthy borrower. No immediate action required.,False
439297,0,0.10494369,10.49,green,Healthy borrower. No immediate action required.,False
427941,0,0.10492195,10.49,green,Healthy borrower. No immediate action required.,False
343695,0,0.10489871,10.49,green,Healthy borrower. No immediate action required.,False
395004,0,0.1048746,10.49,green,Healthy borrower. No immediate action required.,False
152845,0,0.10491924,10.49,green,Healthy borrower. No immediate action required.,False
377394,0,0.104881406,10.49,green,Healthy borrower. No immediate action required.,False
425033,0,0.10494668,10.49,green,Healthy borrower. No immediate action required.,False
447982,0,0.10490106,10.49,green,Healthy borrower. No immediate action required.,False
168931,0,0.104879275,10.49,green,Healthy borrower. No immediate action required.,False
324460,0,0.10477151,10.48,green,Healthy borrower. No immediate action required.,False
338568,0,0.1047509,10.48,green,Healthy borrower. No immediate action required.,False
264070,0,0.10477426,10.48,green,Healthy borrower. No immediate action required.,False
252804,0,0.104782805,10.48,green,Healthy borrower. No immediate action required.,False
122773,0,0.10484502,10.48,green,Healthy borrower. No immediate action required.,False
230983,0,0.10480978,10.48,green,Healthy borrower. No immediate action required.,False
394679,0,0.10471736,10.47,green,Healthy borrower. No immediate action required.,False
121420,0,0.10471948,10.47,green,Healthy borrower. No immediate action required.,False
428096,0,0.10469891,10.47,green,Healthy borrower. No immediate action required.,False
194461,0,0.10468397,10.47,green,Healthy borrower. No immediate action required.,False
187635,0,0.104680985,10.47,green,Healthy borrower. No immediate action required.,False
147223,0,0.104744636,10.47,green,Healthy borrower. No immediate action required.,False
398955,0,0.104655534,10.47,green,Healthy borrower. No immediate action required.,False
341147,0,0.10473564,10.47,green,Healthy borrower. No immediate action required.,False
268695,0,0.104707666,10.47,green,Healthy borrower. No immediate action required.,False
442143,0,0.10469973,10.47,green,Healthy borrower. No immediate action required.,False
337580,0,0.1045671,10.46,green,Healthy borrower. No immediate action required.,False
414751,0,0.10459525,10.46,green,Healthy borrower. No immediate action required.,False
172066,0,0.10462837,10.46,green,Healthy borrower. No immediate action required.,False
114472,0,0.10464468,10.46,green,Healthy borrower. No immediate action required.,False
393250,0,0.10458612,10.46,green,Healthy borrower. No immediate action required.,False
254298,0,0.10462955,10.46,green,Healthy borrower. No immediate action required.,False
279054,0,0.10461493,10.46,green,Healthy borrower. No immediate action required.,False
233514,0,0.10463978,10.46,green,Healthy borrower. No immediate action required.,False
427874,0,0.10461457,10.46,green,Healthy borrower. No immediate action required.,False
431429,0,0.10456916,10.46,green,Healthy borrower. No immediate action required.,False
393173,0,0.10448984,10.45,green,Healthy borrower. No immediate action required.,False
333482,0,0.10446409,10.45,green,Healthy borrower. No immediate action required.,False
268264,0,0.10453422,10.45,green,Healthy borrower. No immediate action required.,False
336538,0,0.10448959,10.45,green,Healthy borrower. No immediate action required.,False
264962,0,0.10454938,10.45,green,Healthy borrower. No immediate action required.,False
393679,0,0.10452915,10.45,green,Healthy borrower. No immediate action required.,False
285492,0,0.104479,10.45,green,Healthy borrower. No immediate action required.,False
287960,0,0.104526974,10.45,green,Healthy borrower. No immediate action required.,False
286883,0,0.10453288,10.45,green,Healthy borrower. No immediate action required.,False
337562,0,0.10445252,10.45,green,Healthy borrower. No immediate action required.,False
179017,0,0.10452183,10.45,green,Healthy borrower. No immediate action required.,False
338985,0,0.104386196,10.44,green,Healthy borrower. No immediate action required.,False
166307,0,0.10438336,10.44,green,Healthy borrower. No immediate action required.,False
232165,0,0.10437166,10.44,green,Healthy borrower. No immediate action required.,False
424501,0,0.10437059,10.44,green,Healthy borrower. No immediate action required.,False
154294,0,0.10442014,10.44,green,Healthy borrower. No immediate action required.,False
254523,0,0.10440664,10.44,green,Healthy borrower. No immediate action required.,False
169687,0,0.1043713,10.44,green,Healthy borrower. No immediate action required.,False
317292,0,0.10433365,10.43,green,Healthy borrower. No immediate action required.,False
266204,0,0.10429208,10.43,green,Healthy borrower. No immediate action required.,False
441588,0,0.10432506,10.43,green,Healthy borrower. No immediate action required.,False
152207,0,0.10427036,10.43,green,Healthy borrower. No immediate action required.,False
426947,0,0.104346894,10.43,green,Healthy borrower. No immediate action required.,False
167795,0,0.10428727,10.43,green,Healthy borrower. No immediate action required.,False
206949,0,0.10426605,10.43,green,Healthy borrower. No immediate action required.,False
332503,0,0.10426231,10.43,green,Healthy borrower. No immediate action required.,False
131583,0,0.10428334,10.43,green,Healthy borrower. No immediate action required.,False
417501,0,0.10427259,10.43,green,Healthy borrower. No immediate action required.,False
184455,0,0.10426976,10.43,green,Healthy borrower. No immediate action required.,False
342355,0,0.104321815,10.43,green,Healthy borrower. No immediate action required.,False
318925,0,0.10434473,10.43,green,Healthy borrower. No immediate action required.,False
167135,0,0.10431535,10.43,green,Healthy borrower. No immediate action required.,False
273103,0,0.10419385,10.42,green,Healthy borrower. No immediate action required.,False
313605,0,0.10416388,10.42,green,Healthy borrower. No immediate action required.,False
448903,0,0.10417487,10.42,green,Healthy borrower. No immediate action required.,False
201335,0,0.10417367,10.42,green,Healthy borrower. No immediate action required.,False
446507,0,0.1041987,10.42,green,Healthy borrower. No immediate action required.,False
191773,0,0.10408313,10.41,green,Healthy borrower. No immediate action required.,False
149230,0,0.104131356,10.41,green,Healthy borrower. No immediate action required.,False
315349,0,0.10406268,10.41,green,Healthy borrower. No immediate action required.,False
366190,0,0.1041274,10.41,green,Healthy borrower. No immediate action required.,False
231474,0,0.104064584,10.41,green,Healthy borrower. No immediate action required.,False
134372,0,0.10407051,10.41,green,Healthy borrower. No immediate action required.,False
412633,0,0.10407288,10.41,green,Healthy borrower. No immediate action required.,False
390775,0,0.1041296,10.41,green,Healthy borrower. No immediate action required.,False
237306,0,0.10410917,10.41,green,Healthy borrower. No immediate action required.,False
301741,0,0.10407632,10.41,green,Healthy borrower. No immediate action required.,False
126026,0,0.10408239,10.41,green,Healthy borrower. No immediate action required.,False
236401,0,0.1041019,10.41,green,Healthy borrower. No immediate action required.,False
377678,0,0.10403923,10.4,green,Healthy borrower. No immediate action required.,False
361658,0,0.104037516,10.4,green,Healthy borrower. No immediate action required.,False
443656,0,0.10397377,10.4,green,Healthy borrower. No immediate action required.,False
273882,0,0.104037896,10.4,green,Healthy borrower. No immediate action required.,False
102179,0,0.10403549,10.4,green,Healthy borrower. No immediate action required.,False
119397,0,0.10399061,10.4,green,Healthy borrower. No immediate action required.,False
154067,0,0.1039833,10.4,green,Healthy borrower. No immediate action required.,False
201947,0,0.10403487,10.4,green,Healthy borrower. No immediate action required.,False
409591,0,0.104043834,10.4,green,Healthy borrower. No immediate action required.,False
143350,0,0.10400472,10.4,green,Healthy borrower. No immediate action required.,False
285969,0,0.104004875,10.4,green,Healthy borrower. No immediate action required.,False
229644,0,0.10404307,10.4,green,Healthy borrower. No immediate action required.,False
180974,0,0.10392347,10.39,green,Healthy borrower. No immediate action required.,False
409128,0,0.10394046,10.39,green,Healthy borrower. No immediate action required.,False
185426,0,0.10390203,10.39,green,Healthy borrower. No immediate action required.,False
250433,0,0.10391002,10.39,green,Healthy borrower. No immediate action required.,False
175228,0,0.10388329,10.39,green,Healthy borrower. No immediate action required.,False
159010,0,0.10386525,10.39,green,Healthy borrower. No immediate action required.,False
355694,0,0.10388847,10.39,green,Healthy borrower. No immediate action required.,False
433787,0,0.103867136,10.39,green,Healthy borrower. No immediate action required.,False
410657,0,0.10394179,10.39,green,Healthy borrower. No immediate action required.,False
224572,0,0.10394621,10.39,green,Healthy borrower. No immediate action required.,False
134031,0,0.10390077,10.39,green,Healthy borrower. No immediate action required.,False
358547,0,0.103941076,10.39,green,Healthy borrower. No immediate action required.,False
348623,0,0.10377034,10.38,green,Healthy borrower. No immediate action required.,False
346734,0,0.103760645,10.38,green,Healthy borrower. No immediate action required.,False
137227,0,0.10380395,10.38,green,Healthy borrower. No immediate action required.,False
424446,0,0.10381852,10.38,green,Healthy borrower. No immediate action required.,False
137427,0,0.10374076,10.37,green,Healthy borrower. No immediate action required.,False
440095,0,0.103677325,10.37,green,Healthy borrower. No immediate action required.,False
126727,0,0.10373519,10.37,green,Healthy borrower. No immediate action required.,False
438222,0,0.1037455,10.37,green,Healthy borrower. No immediate action required.,False
342448,0,0.10370496,10.37,green,Healthy borrower. No immediate action required.,False
193199,0,0.10369807,10.37,green,Healthy borrower. No immediate action required.,False
421135,0,0.10369811,10.37,green,Healthy borrower. No immediate action required.,False
230694,0,0.10366933,10.37,green,Healthy borrower. No immediate action required.,False
401755,0,0.10373111,10.37,green,Healthy borrower. No immediate action required.,False
319360,0,0.10358834,10.36,green,Healthy borrower. No immediate action required.,False
116650,0,0.1036233,10.36,green,Healthy borrower. No immediate action required.,False
443424,0,0.10364246,10.36,green,Healthy borrower. No immediate action required.,False
110624,0,0.10359399,10.36,green,Healthy borrower. No immediate action required.,False
150727,0,0.10362603,10.36,green,Healthy borrower. No immediate action required.,False
345664,0,0.103555895,10.36,green,Healthy borrower. No immediate action required.,False
362714,0,0.10355772,10.36,green,Healthy borrower. No immediate action required.,False
119277,0,0.103648335,10.36,green,Healthy borrower. No immediate action required.,False
451355,0,0.103606984,10.36,green,Healthy borrower. No immediate action required.,False
177845,0,0.10364005,10.36,green,Healthy borrower. No immediate action required.,False
265624,0,0.103567354,10.36,green,Healthy borrower. No immediate action required.,False
241454,0,0.103537306,10.35,green,Healthy borrower. No immediate action required.,False
255449,0,0.10345105,10.35,green,Healthy borrower. No immediate action required.,False
268754,0,0.10347193,10.35,green,Healthy borrower. No immediate action required.,False
127556,0,0.10354126,10.35,green,Healthy borrower. No immediate action required.,False
119491,0,0.10353322,10.35,green,Healthy borrower. No immediate action required.,False
352392,0,0.10351937,10.35,green,Healthy borrower. No immediate action required.,False
303771,0,0.103356645,10.34,green,Healthy borrower. No immediate action required.,False
375346,0,0.10343719,10.34,green,Healthy borrower. No immediate action required.,False
256733,0,0.103366256,10.34,green,Healthy borrower. No immediate action required.,False
120258,0,0.10342922,10.34,green,Healthy borrower. No immediate action required.,False
104834,0,0.10342142,10.34,green,Healthy borrower. No immediate action required.,False
267264,0,0.10339067,10.34,green,Healthy borrower. No immediate action required.,False
443049,0,0.10340479,10.34,green,Healthy borrower. No immediate action required.,False
206137,0,0.103401534,10.34,green,Healthy borrower. No immediate action required.,False
191558,0,0.10342344,10.34,green,Healthy borrower. No immediate action required.,False
132058,0,0.10326156,10.33,green,Healthy borrower. No immediate action required.,False
340757,0,0.10326516,10.33,green,Healthy borrower. No immediate action required.,False
302198,0,0.10330519,10.33,green,Healthy borrower. No immediate action required.,False
107474,0,0.10330575,10.33,green,Healthy borrower. No immediate action required.,False
362359,0,0.10331368,10.33,green,Healthy borrower. No immediate action required.,False
175451,0,0.10325596,10.33,green,Healthy borrower. No immediate action required.,False
261868,0,0.10334931,10.33,green,Healthy borrower. No immediate action required.,False
290782,0,0.10321239,10.32,green,Healthy borrower. No immediate action required.,False
397800,0,0.103249885,10.32,green,Healthy borrower. No immediate action required.,False
420969,0,0.1032038,10.32,green,Healthy borrower. No immediate action required.,False
373330,0,0.10315182,10.32,green,Healthy borrower. No immediate action required.,False
182883,0,0.10317791,10.32,green,Healthy borrower. No immediate action required.,False
137447,0,0.103211656,10.32,green,Healthy borrower. No immediate action required.,False
348685,0,0.10322406,10.32,green,Healthy borrower. No immediate action required.,False
389861,0,0.10321583,10.32,green,Healthy borrower. No immediate action required.,False
268036,0,0.10319087,10.32,green,Healthy borrower. No immediate action required.,False
421616,0,0.103207946,10.32,green,Healthy borrower. No immediate action required.,False
121977,0,0.10316356,10.32,green,Healthy borrower. No immediate action required.,False
404777,0,0.10318656,10.32,green,Healthy borrower. No immediate action required.,False
264446,0,0.103082426,10.31,green,Healthy borrower. No immediate action required.,False
282224,0,0.10299821,10.3,green,Healthy borrower. No immediate action required.,False
144752,0,0.102996364,10.3,green,Healthy borrower. No immediate action required.,False
240518,0,0.102957785,10.3,green,Healthy borrower. No immediate action required.,False
326149,1,0.103025466,10.3,green,Healthy borrower. No immediate action required.,False
128958,0,0.102975436,10.3,green,Healthy borrower. No immediate action required.,False
430172,0,0.103000194,10.3,green,Healthy borrower. No immediate action required.,False
115430,0,0.102979995,10.3,green,Healthy borrower. No immediate action required.,False
397705,0,0.102992795,10.3,green,Healthy borrower. No immediate action required.,False
296807,0,0.10302863,10.3,green,Healthy borrower. No immediate action required.,False
448207,0,0.10295126,10.3,green,Healthy borrower. No immediate action required.,False
431966,0,0.102904655,10.29,green,Healthy borrower. No immediate action required.,False
196943,0,0.10291511,10.29,green,Healthy borrower. No immediate action required.,False
439307,0,0.102898344,10.29,green,Healthy borrower. No immediate action required.,False
377224,0,0.10291798,10.29,green,Healthy borrower. No immediate action required.,False
258430,0,0.10289702,10.29,green,Healthy borrower. No immediate action required.,False
286938,0,0.10289284,10.29,green,Healthy borrower. No immediate action required.,False
422133,0,0.102907605,10.29,green,Healthy borrower. No immediate action required.,False
237536,0,0.10276118,10.28,green,Healthy borrower. No immediate action required.,False
326008,0,0.10276726,10.28,green,Healthy borrower. No immediate action required.,False
239636,0,0.102767184,10.28,green,Healthy borrower. No immediate action required.,False
160968,0,0.1028159,10.28,green,Healthy borrower. No immediate action required.,False
272076,0,0.10282219,10.28,green,Healthy borrower. No immediate action required.,False
440929,0,0.10267526,10.27,green,Healthy borrower. No immediate action required.,False
129240,0,0.10267508,10.27,green,Healthy borrower. No immediate action required.,False
454451,0,0.102727264,10.27,green,Healthy borrower. No immediate action required.,False
299236,0,0.10266807,10.27,green,Healthy borrower. No immediate action required.,False
167422,0,0.10273012,10.27,green,Healthy borrower. No immediate action required.,False
228178,0,0.10274511,10.27,green,Healthy borrower. No immediate action required.,False
298547,0,0.102694824,10.27,green,Healthy borrower. No immediate action required.,False
114334,0,0.10256616,10.26,green,Healthy borrower. No immediate action required.,False
183800,0,0.102596425,10.26,green,Healthy borrower. No immediate action required.,False
449674,0,0.1025815,10.26,green,Healthy borrower. No immediate action required.,False
178705,0,0.10256012,10.26,green,Healthy borrower. No immediate action required.,False
332650,0,0.10258523,10.26,green,Healthy borrower. No immediate action required.,False
415871,0,0.10263555,10.26,green,Healthy borrower. No immediate action required.,False
197915,0,0.10260165,10.26,green,Healthy borrower. No immediate action required.,False
247019,0,0.10261467,10.26,green,Healthy borrower. No immediate action required.,False
202416,0,0.10258236,10.26,green,Healthy borrower. No immediate action required.,False
136196,0,0.102464534,10.25,green,Healthy borrower. No immediate action required.,False
442909,0,0.10250639,10.25,green,Healthy borrower. No immediate action required.,False
324281,0,0.102521,10.25,green,Healthy borrower. No immediate action required.,False
194141,0,0.10248957,10.25,green,Healthy borrower. No immediate action required.,False
130582,0,0.10246088,10.25,green,Healthy borrower. No immediate action required.,False
386594,0,0.102503434,10.25,green,Healthy borrower. No immediate action required.,False
334243,0,0.10249181,10.25,green,Healthy borrower. No immediate action required.,False
325174,0,0.10248485,10.25,green,Healthy borrower. No immediate action required.,False
270284,0,0.10249947,10.25,green,Healthy borrower. No immediate action required.,False
175385,0,0.10239971,10.24,green,Healthy borrower. No immediate action required.,False
399758,0,0.10236544,10.24,green,Healthy borrower. No immediate action required.,False
383260,0,0.102409154,10.24,green,Healthy borrower. No immediate action required.,False
156575,0,0.10236822,10.24,green,Healthy borrower. No immediate action required.,False
124797,0,0.10240512,10.24,green,Healthy borrower. No immediate action required.,False
339849,0,0.1024268,10.24,green,Healthy borrower. No immediate action required.,False
386678,0,0.10243456,10.24,green,Healthy borrower. No immediate action required.,False
236060,0,0.102419436,10.24,green,Healthy borrower. No immediate action required.,False
240809,0,0.10244197,10.24,green,Healthy borrower. No immediate action required.,False
245532,0,0.10238529,10.24,green,Healthy borrower. No immediate action required.,False
268025,0,0.10239761,10.24,green,Healthy borrower. No immediate action required.,False
296306,0,0.10242581,10.24,green,Healthy borrower. No immediate action required.,False
393008,0,0.10235563,10.24,green,Healthy borrower. No immediate action required.,False
119004,0,0.10230238,10.23,green,Healthy borrower. No immediate action required.,False
155223,0,0.10230681,10.23,green,Healthy borrower. No immediate action required.,False
300472,0,0.10234185,10.23,green,Healthy borrower. No immediate action required.,False
301244,0,0.102290295,10.23,green,Healthy borrower. No immediate action required.,False
239903,0,0.10233587,10.23,green,Healthy borrower. No immediate action required.,False
414595,0,0.10228866,10.23,green,Healthy borrower. No immediate action required.,False
453953,0,0.10225835,10.23,green,Healthy borrower. No immediate action required.,False
320132,0,0.10226084,10.23,green,Healthy borrower. No immediate action required.,False
137110,0,0.10229361,10.23,green,Healthy borrower. No immediate action required.,False
428765,1,0.10225718,10.23,green,Healthy borrower. No immediate action required.,False
231486,0,0.10229948,10.23,green,Healthy borrower. No immediate action required.,False
330913,0,0.102291465,10.23,green,Healthy borrower. No immediate action required.,False
117390,0,0.102257796,10.23,green,Healthy borrower. No immediate action required.,False
186835,0,0.10216359,10.22,green,Healthy borrower. No immediate action required.,False
419199,0,0.10217356,10.22,green,Healthy borrower. No immediate action required.,False
192278,0,0.102200486,10.22,green,Healthy borrower. No immediate action required.,False
361048,0,0.10217495,10.22,green,Healthy borrower. No immediate action required.,False
443838,0,0.10222503,10.22,green,Healthy borrower. No immediate action required.,False
